,A,C,K,Z,Y,I
807,8716429.299462013,3043235.2987890136,13964954.367479943,0.9973828332618896,10014073.47449034,6970838.175701328
808,8890757.885451254,3096381.749415629,14244253.440964656,0.9997498958537123,10238596.40242442,7142214.653008791
809,9068573.043160278,3157558.968752821,14529138.494155414,1.0022920838335965,10469923.97421094,7312365.005458119
810,9249944.504023483,3227722.777368581,14819721.246232307,0.9992630484528869,10647048.379178757,7419325.601810176
811,9434943.394103954,3289972.254079025,15116115.644313814,0.9999422134796218,10867370.505488506,7577398.25140948
812,9623642.261986032,3355587.476443263,15418437.937725382,0.9950831751721594,11030853.729815489,7675266.253372226
813,9816115.107225753,3406709.885498181,15726806.669802774,0.9972679816247754,11276174.548699893,7869464.663201712
814,10012437.409370268,3465824.795646893,16041342.7896009,0.9961236011621459,11488499.6600209,8022674.864374008
815,10212686.157557674,3522121.59151387,16362169.62562247,0.9969007428036328,11727411.843074532,8205290.251560662
816,10416939.880708829,3581985.6369811622,16689413.001704093,0.996130676326839,11952719.934374778,8370734.297393615
817,10625278.678323004,3640193.8427069313,17023201.242643435,0.9970947084034646,12203573.244306223,8563379.401599292
818,10837784.251889465,3702749.000450275,17363665.251144886,0.9985819551213545,12466211.365971863,8763462.365521587
819,11054539.936927255,3771715.9063331205,17710938.539407518,0.9964761727045741,12688721.414713215,8917005.508380095
820,11275630.7356658,3834270.2301640953,18065157.287685577,0.9956021441057852,12931143.723776553,9096873.493612457
821,11501143.350379115,3894614.007164742,18426460.414422855,0.9952154995061788,13184644.315099563,9290030.30793482
822,11731166.217386698,3954447.988564111,18794989.605063006,0.9969899923376901,13472315.901687594,9517867.913123483
823,11965789.541734433,4022002.1512246337,19170889.382362124,0.9966702345620931,13737354.91520836,9715352.763983727
824,12205105.332569122,4089463.950997438,19554307.150897242,0.9964820812051232,14009456.777370483,9919992.826373044
825,12449207.439220505,4157311.578843855,19945393.27521516,1.0012301113889943,14357733.104215043,10200421.525371188
826,12698191.588004915,4245413.081768012,20344301.12794763,0.9961175489065087,14570106.848656181,10324693.76688817
